PE,AT,V,AP,RH
451.94,17.9,52.08,1006.41,100.09
449.55,18.65,52.08,1005.48,99.94
442.48,28.16,61.47,1009.19,62.53
484.03,5.21,35.79,1011.5,95.08
445.73,27.83,72.29,1012.04,48.86
430.32,26.04,68.08,1010.82,75.58
466.73,14.88,42.28,1007.26,71.3
457.57,20.23,52.05,1012.15,47.49
439.51,27.01,52.3,1007.78,60.38
477.14,10.35,39.82,1013.33,94.78
481.4,5.76,45.87,1010.83,95.79
445.22,23.75,67.9,1006.25,70.17
440.55,26.79,62.44,1011.51,72.46
432.75,32.41,72.86,1003.69,58.04
480.87,10.23,41.46,1020.45,84.95
485.5,8.22,41.03,1021.76,82.97
456.64,16.46,61.27,1020.02,74.54
440.49,30.02,69.04,1009.68,56.01
483.59,9.52,40.96,1023.48,86.49
441.3,27.77,63.9,1013.62,51.43
457.66,19.32,52.9,1016.86,68.2
487.71,7.06,41.38,1021.94,83.55
445.29,21.43,63.94,1012.68,99.68
432.19,26.48,68.14,1004.83,55.96
466.17,14.34,42.86,1031.75,66.81
473.59,10.23,42.32,1017.53,89.93
429.57,28.31,71.85,1009,77.56
428.34,30.34,68.08,1010.85,49.4
466.7,15.36,41.66,1012.41,62.32
488.42,5.15,35.19,1018.63,93.94
455.02,20.77,52.05,1012.22,45.61
448.25,24.77,48.92,1010.25,47.04
468.43,13.71,45.08,1023.35,82.93
468.35,15.43,40.89,1010.63,73.03
457.09,19.44,39.53,1006.99,63.18
488.82,6.4,41.17,1019.54,85.37
448.17,23.97,44.57,1007.35,62.71
437.59,24.65,72.43,1007.99,90.05
480.54,7.87,42.85,1012.18,94.21
472.62,10.57,36.71,1022.11,82.39
439.52,25.07,60.27,1018.13,70.33
438.26,32.18,69.75,1009.94,52.91
453.99,19.5,65.12,1015.53,73.87
478.19,10.8,40.69,1014.3,87.44
457,20.8,50.9,1012.07,73.16
448.83,26.46,61.41,1012.41,56.58
481.46,10.2,41.46,1020.23,84.54
449.59,20.82,52.84,1004.13,79.42
452.58,15.66,41.7,1018,77
484.75,7.92,42.28,1008.55,81.68
475.51,9.68,38.16,1015.54,79.67
436.95,26.99,68.12,1011.45,58.48
437.54,31.63,65.74,1010.83,50.59
448.61,23.08,64.44,1014.85,69.95
439.3,33.82,73.03,1013.49,42.17
441.99,29.41,59.27,1011.36,52.37
465.32,17.22,36.71,1013.77,67.92
443.8,23.38,65.06,1014.12,59.36
432.85,29.56,70.4,1006.49,82.95
463.17,14.51,53.82,1016.46,62.75
456.62,17.66,60.08,1017.22,86.96
449.09,20.92,63.86,1020.49,72.98
441.78,23.73,63.94,1010.7,87.1
454.54,18.77,58.66,1010.34,87.25
447.01,23.55,58.79,1010.78,78.47
436.73,27.49,63.76,1010.09,62.8
473.27,10.93,39.22,1019.44,64.94
425.12,31.74,72.58,1007.26,59.58
450.55,16.98,63.09,1020.44,95.18
461.08,17.37,41.23,998.79,68.44
468.98,11.72,39.18,1024.19,68.53
460.47,14.67,45.01,1014.28,67.91
464,14.83,53.82,1016.57,63.47
482.39,7.73,39.04,1018.61,68.23
436.24,24.96,65.18,1012.68,76.19
467.12,14.43,38.28,1014.76,79.76
464.01,14.8,44.92,1024.06,91.67
445.56,22.74,61.02,1009.56,79.41
473.29,10.99,44.63,1020.67,90.09
465.07,14.43,45.08,1023.23,83.98
436.33,23.33,73.18,1012.51,91.29
466.06,12.82,46.18,1018.53,88.46
441.9,23.92,66.54,1009.93,62.37
452.84,16.57,41.79,1005.82,72.25
440.06,27.31,65.12,1016.05,45.98
468.01,17.4,44.58,1018.9,60.58
465.05,14.07,46.18,1017.77,87.83
447.06,21.19,52.3,1008.24,79.19
436.41,24.87,60.37,1005.48,76.21
433.01,27.71,72.99,1007.18,72.68
460.14,16.37,44,1024.61,78.26
486.91,7.03,41.74,1021.92,86.44
433.92,24.14,69.23,1012.4,73.26
441.54,20.03,69.45,1013.47,86.66
449.99,18.11,52.08,1002.51,100.09
442.66,26.65,58.41,1013.53,65.83
437.51,27.92,68.12,1011.54,49.8
443.67,21.69,69.94,1010.7,80.8
478.88,10.78,41.93,1015.56,95.71
470.55,11.46,39.1,1010.17,100.15
467.14,14.19,39.52,1018.34,77.25
464.19,16.59,39.54,1007.97,70.58
452.16,21.82,58.66,1011.71,64.37
491.54,6.17,39.33,1012.57,93.32
476.12,11.72,41.54,1020.04,66.84
444.6,21.89,74.78,1010.35,80.39
459.96,18.84,40.79,1005.18,92.46
470.59,12.45,37.92,1008.03,61.87
433.3,24.88,71.94,1006.85,87.32
449.59,19.53,50.32,1009.71,94.46
436.21,25.31,74.33,1015.04,79.88
439.29,21.91,70.32,1009.17,90.57
457.17,19.4,39.53,1007.96,63.38
440.51,28.57,65.27,1013.27,51.11
451.95,20.11,57.25,1010.36,88.89
487.48,5.71,40.77,1022.49,87.9
438.66,29.1,50.05,1005.87,51.53
471.92,11.31,39.61,1018.74,68.9
451.96,19.45,38.52,1017.99,62.86
429.86,32.15,69.98,1013.3,55.13
453.5,18.36,62.1,1019.9,79.09
434.88,27.26,66.56,1007.83,60.95
466.62,14.97,42.28,1007.31,79.25
434.15,31.18,74.34,1003.81,63.59
470.97,17.81,37.2,1011.98,67.27
445.17,23.83,50.32,1008.41,72.23
438.75,29.11,74.78,1009.6,56.93
486.14,7.95,40.72,1023.7,84.19
484.98,6.93,39.81,1017.25,87.29
469.41,12.2,44.77,1018.64,76.1
443.74,26.01,58.41,1013.56,70.84
443.31,21.92,49.02,1009.29,88.56
437.14,23.99,68.12,1012.92,70.68
483.74,7.64,42.28,1008.49,83.42
443.5,25.46,56.89,1012.59,62.9
481.03,9.6,37.73,1021.87,77.75
432.13,24.62,72.24,1011.39,83.94
467.97,13.98,39.18,1009.61,89.12
445.91,24.06,58.2,1017.46,48.04
436.82,27.98,74.78,1009.46,63.11
476.55,10.47,43.14,1010.35,86.86
463.62,16.97,42.86,1013.92,74.8
482.06,9.34,38.08,1019.56,67.74
445.25,27.24,68.08,1013.23,51.96
428.52,29.18,68.24,1010.04,68.04
458.04,20.17,56.03,1019.47,56.77
437.6,23,60.37,1005.34,83.73
449.09,21.32,48.14,1016.57,71.81
467.92,15.28,44.58,1016.45,83.07
488.32,7.76,39.61,1021.63,80.67
449.25,20.76,58.18,1007.8,99.22
440.57,28.68,61.86,1011.78,62.67
468.41,12.51,41.92,1031.21,64.66
457.73,18.03,53.16,1013.1,81.42
475.43,8.95,38.56,1017.85,64.34
442.91,27.08,62.91,1011.9,62.58
442.45,23.19,67.07,1005.67,65.19
435.75,32.63,73.88,1005.64,52.56
430.28,24.59,71.94,1006.89,88.52
435.03,24.56,66.75,1018.5,77.47
477.62,11.02,41.17,1018.18,86.86
441.5,23.23,63.31,1012.52,75.1
441.29,24.77,69.71,1009.86,85.56
441.27,27.5,65.59,1011.23,65.37
449.96,22.07,50.78,1008.6,61.33
477.3,11.01,43.69,1016.7,81.48
466.67,14.24,44.84,1023.6,94.06
440.18,26.23,59.07,1008.2,78.93
433.97,29.04,62.26,1010.63,56.6
444.61,25.44,56.57,1013.8,66.72
468.87,15.75,39.16,1016.31,77.99
455.13,20.25,55.5,1020.03,69.33
467.62,13.67,40.71,1016.19,66.15
472.06,12.41,41.44,1015.46,76.9
440.23,24.63,63.9,1014.53,75.24
476.67,9.68,41.06,1022.75,87.44
440.6,25.69,59.07,1006.89,82.34
481.74,7.71,36.25,1027.92,89.84
442.4,26.2,63.56,1013.39,67.07
471.97,15.52,41.93,1022.97,52.92
445.9,21.12,63.56,1014.16,81.42
472.43,14.39,40.35,1011.33,64.86
446.12,22.78,62.44,1011.79,75.43
455.42,16.59,41.79,1006.67,73.9
431.44,27.78,70.8,1009.81,79.57
432.84,29.56,74.22,1007.45,57.46
444.05,22.25,60.77,1017.8,82.19
443.78,23.36,74.93,1016.57,71.91
442.13,27.62,67.51,1012.38,60.25
449.75,22.7,61.41,1012.08,78.08
465.57,18.71,39.39,1014.09,62.82
430.54,24.49,70.79,1005.51,88.65
464.27,16.98,44.85,1015.48,51.77
442.1,21.73,50.32,1008.51,84.62
434.74,29.79,69.34,1008.82,65.13
434.65,25.79,75.6,1017.46,75.63
445.86,20.51,63.09,1016.39,92.99
451.06,18.17,52.08,1001.91,100.09
432.07,32.55,70.94,1006.75,43.15
442.76,25.26,52.3,1006.65,64.64
480.21,9.63,43.02,1012.4,68.41
451.45,19.64,46.33,1013.33,98.99
442.17,26.84,70.36,1007.41,71.47
437.53,23.57,70.04,1011.06,82.79
444.42,30.11,62.04,1010.69,47.96
475.54,5.66,40,1022.08,93.03
438.08,23.27,64.69,1006.84,70.53
447.01,22.65,68.67,1006.67,77.42
449.01,22.69,49.21,1012.64,46.83
478.3,11.16,40.96,1023.49,83.7
445.1,19.45,58.95,1017.79,93.46
459.01,16.64,53.82,1015.13,68.24
442.43,22.83,65.18,1012.24,79.74
426.31,31.05,69.13,1000.38,58.49
485.98,7.5,38.06,1021.96,83.45
434.1,21.63,71.85,1009.44,76.89
428.27,30.71,68.27,1007.76,68.04
445.41,24.66,57.43,1013.17,71.82
472.22,13.42,38.91,1012.81,73.82
462.1,12.12,40,1018.72,84.42
450.82,23.89,64.27,1013.37,75.22
486.5,8.4,38.5,1013.67,69.13
455.14,16.18,50.88,1014.06,100.09
444.37,24.66,63.73,1011.4,74.52
486.92,6.86,38.08,1019.62,77.37
471,17.81,45,1022.32,43.84
461.18,13.95,71.14,1019.76,75.51
447.27,22.04,57.32,1012.54,62.17
483.92,7.34,40.72,1023.01,80.08
455.51,20.48,60.29,1017.16,72.1
460.4,15.82,43.34,1014.52,79.07
439.77,26.12,63.31,1013.97,51.6
444.35,24.35,59.21,1018.21,54.46
450.75,25.21,49.82,1016.44,63.14
440.31,26.52,43.77,1011.49,46.98
481.68,9.65,41.03,1021.09,64.97
480.74,9.55,39.66,1018.8,74.88
426.07,32.06,71.85,1007.9,56.44
427.2,29.75,70.32,1007.35,55.8
436.56,29.1,73.9,1007.47,59.48
441.11,25.6,59.15,1013.31,67.02
432.78,34.11,73.56,1006.77,45.92
465.7,15.62,38.28,1014.5,77.01
449.58,23.81,46.93,1013.19,54.82
438.85,24.06,71.25,1002.39,92.18
475.73,12.76,43.7,1015.13,65.34
426.64,31.01,67.69,1005.06,46.16
478.24,6.77,40.78,1024.86,96.58
483.56,7.75,38.06,1020.83,83.39
433.01,33.43,66.44,1010.29,53.45
443.7,24.97,59.87,1018.7,59.94
430.26,29.91,74.33,1013.22,39.76
432.52,25.28,72.39,1002.28,89.43
444.39,30.47,70.83,1010.91,46.94
488.75,7.26,41.22,1014.86,97.82
447.16,24,58.05,1011.28,74.32
434.45,25.83,70.47,1006.24,81.83
437.13,28.29,47.93,1002.6,53.23
441.21,26.78,52.3,1008.52,61.23
435.74,24.48,69.45,1013.86,62.39
484.16,8.46,39.66,1015.14,85.38
469.59,12.42,40.24,1016.59,90.01
426.13,30.03,67.9,1006.22,52.61
438.57,29.22,75.23,1010.49,48.73
474.1,13.45,43.14,1015.5,74.33
436.22,24.13,73.18,1012.62,91.52
479.17,10.32,38.91,1012.11,81.49
474.63,12.19,41.06,1021.35,74.98
443.63,21.41,50.32,1008.61,84.47
434.01,28.16,70.4,1003.77,83.17
448.61,21.84,59.07,1008.84,96.5
439.56,25.45,63.76,1009.96,67.78
441.22,26.62,65.12,1016,43.24
442.99,25.09,65.46,1015.29,40.13
460.13,17.77,44.6,1016.97,54.25
449.21,17.82,65.48,1019.64,86.6
432.46,25.71,71.14,1010.02,66.39
456.5,18.07,63.31,1016.65,72.81
438.86,22.92,60.37,1007.05,89.94
437.06,25.42,73.17,1012.29,85.86
445,20.76,51.19,1009,87.23
447.62,22.99,60.77,1017.97,78.47
445.18,24.88,49.16,1006.04,64.54
469.37,14.89,35.71,1015.1,55.11
475.96,10.53,41.26,1007.48,98.74
430.46,31.32,71.29,1008.37,50.07
450.33,21.19,50.16,1005.81,84.27
445.44,23.84,49.21,1013.1,44.72
483.49,8.42,43.14,1011.62,80.32
446.2,22.64,59.27,1012.58,83.55
448.41,22.35,65.61,1016.27,73.93
447.48,22.49,62.96,1020.21,78.99
442.9,23.76,51.19,1009.69,70.87
461.15,16.37,52.9,1015.14,73.11
459.73,17.57,44.06,1015.43,72.75
464.38,15.75,36.99,1007.67,93.8
437.11,25.97,68.12,1013.11,61.97
459.97,16.37,54.3,1017.94,63.63
465.22,14.26,44.47,1028.11,66.81
456.57,17.36,39.53,1008.28,68.87
443.3,24.12,62.44,1013.83,88.02
439.48,23.56,71.85,1009.67,74.78
435.04,30.26,76.2,1008.44,62.1
469.25,13.72,34.03,1018.57,65.95
485.95,6.49,38.68,1017.94,64.81
440.25,25.36,74.99,1002.21,65.96
432.25,30.93,69.98,1013.33,62.1
447.88,26.74,59.87,1012.5,62.88
483.49,7.91,37.8,1020.59,61
438.51,23.4,72.99,1009.48,88.82
445.44,24.25,74.93,1013.07,69.31
443.5,24.44,59.14,1016.74,71.82
436.64,25.63,72.99,1008.2,86.8
494.61,6.93,40.67,1020.17,71.16
457.14,20.08,54.42,1011.79,89.35
470.33,10.17,40.46,1018.54,68.21
448.54,24.34,48.78,1018,73.44
464.17,14.13,48.92,1011.72,78.06
448.65,23.47,51.3,1011.89,74.1
444.56,21.28,44.05,1005.69,83.2
446.77,28.61,72.29,1011.61,45.33
437.12,24.24,68.3,1018.03,81.51
468,12.28,39.96,1011.76,77.07
439.37,25.55,71.64,1009.09,79.35
448.56,23.54,41.1,1002.05,38.05
480.99,8.73,41.92,1029.41,89.72
434.83,25.97,43.21,1011.9,88.73
449.7,16.48,68.28,1004.27,99.89
443.35,22.5,58.79,1017.48,73.02
476.99,11.89,40.64,1021.29,97.16
476.37,7.93,41.01,1023.64,97.23
426.87,28.8,71.77,1006.41,66.03
459.45,21.89,45.38,1014.42,68.95
431.77,30.2,74.34,1004.17,74.77
479.85,10.59,41.93,1017.7,92.91
490.03,6.67,39.33,1011.07,91.96
477.74,12.02,43.69,1016.12,74.07
466.09,12.74,49.83,1007.44,91.47
470.29,15.68,43.7,1015.09,58.96
467.06,13.08,43.14,1019.39,99.74
479.08,9.64,36.66,1027.1,70.11
426.1,30.85,68.94,1007.31,68.99
464.73,14.29,46.18,1017.01,87.29
471.93,15.17,36.71,1013.5,77.44
455.41,23.91,50.23,1017.25,68.57
477.57,9.37,42.32,1015.15,82.96
452.5,19.65,51.3,1014.81,90.23
481.88,6.91,37.49,1011.05,82.07
447.66,24.51,68.63,1014.15,45.1
491.1,7.65,40.67,1020.14,72.37
435.98,29.06,71.64,1005.54,69.84
472.31,12.55,39.58,1010.68,76.9
440.81,27.51,63.73,1009.97,66.14
473.84,9.41,43.5,1021,88.74
440.32,23.04,74.22,1009.52,90.93
441.76,22.61,49.3,1003.51,83.02
469.27,12.81,45.51,1015.46,79.97
467.21,14.32,45.08,1023.24,84.53
440.7,23.64,63.31,1014.5,61.83
483.5,8.48,40.05,1015.89,90.25
463.5,15.65,43.5,1021.39,78.58
447.49,23.07,57.5,1015.7,75.47
436.3,26.25,66.56,1008.29,60.65
461.9,20.98,42.23,1013.12,67.37
466.78,17.5,42.44,1012.55,76.85
432.25,23.48,70.79,1006.7,88.57
442.85,22.84,50.05,1005.59,79.49
435.2,31.24,68.3,1015.89,42.84
441.22,27.22,67.9,1005.73,57.29
450.75,22.51,68.63,1015.1,57.19
441.51,28.3,64.33,1011.23,68.88
467.37,9.86,41.01,1018.49,98.71
464.68,18.12,43.69,1016.91,52.95
459.06,18.58,44.6,1016.61,48.15
459.02,17.38,43.14,1011.09,61.9
469.58,9.78,52.75,1022.97,78.31
456.54,19.06,44.63,1004.23,84.43
438.63,8.74,36.3,1015.18,61.97
448.03,19.83,63.94,1019.81,75.05
443.29,23.83,71.37,1002.04,64.78
453.5,22.06,47.43,1009.85,76.85
446.68,18.52,58.41,1013.77,99.89
465.53,13.83,40.2,1013.28,90.44
480.54,11.37,39.16,1016.54,87.05
444.59,21.71,60.77,1017.95,85.07
457.64,13.25,41.62,1010.8,77.81
459.12,18.23,58.96,1015.55,69.61
442.38,23.26,59.21,1017.71,67.16
431.15,28.86,73.67,1006.65,68.23
453.81,20.25,59.8,1015.3,82.69
432.81,29.95,73.42,1011.44,66.32
481.53,7.64,39.85,1012.78,88.09
482.37,6.93,38.68,1017.61,61.28
465.41,15.69,37.87,1021.18,84.38
470.23,14.54,39.39,1013.87,76.39
462.48,14.57,44.45,1021.42,66.23
479.24,10.42,41.46,1021.04,89.16
471.86,14.12,42.86,1011.84,88.29
453.3,17.57,62.1,1019.51,86.14
450.24,18.91,59.21,1017.76,90.49
429.56,30.55,70.04,1010.51,49.37
484.55,8.69,40.81,1026.19,86.25
433.62,26.66,73.56,1006.9,99.27
445.32,26.51,44.57,1007.56,52.23
462.21,13.23,42.34,1018.02,97.49
465.08,12.14,48.04,1011.8,100.13
443.24,27.83,69.04,1009.69,63.79
440.09,26.17,48.92,1009.87,34.43
437.92,23.56,73.18,1012.18,87.98
470.68,14.17,42.99,1007.38,78.88
435.6,26.42,71.06,1008.12,87.32
472.63,10.35,37.14,1013.37,69.26
429.8,30.61,67.69,1004.97,47.46
426.84,31.81,66.44,1011.21,53.55
477.93,10.9,41.93,1014.96,96.24
432.43,29.53,70.94,1007.22,70.68
445.32,22.2,44.05,1007.34,75.13
464.49,15.27,39.54,1010.64,81.91
452.02,17.75,49.78,1004.49,100.09
438.75,25.86,76.2,1005.73,69.35
428.73,29.29,72.58,1007.39,72.85
440.93,24.92,63.86,1019.19,59.24
466.78,15.15,39.58,1011.94,73.63
478.79,10.03,40.96,1024.57,91.1
440.91,24.96,74.99,1008.25,80.52
481.15,5.74,40.62,1016.31,84.91
435.75,25.6,63.76,1010.18,67.43
454.88,16.27,56.89,1013.74,84.36
437.41,26.96,62.39,1008.14,73.95
474.64,10.72,40.81,1016.51,80.26
445.59,25.53,59.57,1010.65,82.04
441.36,31.7,76.09,1007.06,72.39
444.9,18.56,67.71,1004.77,85.28
441.76,21.89,58.05,1011.31,85.71
434.44,25.38,71.73,1009.97,72.6
471.13,9.37,40.11,1024.94,75.03
452,21.34,51.61,1010.11,80.7
435.22,27.17,73.5,1010.36,73.29
470.69,13.6,39.82,1013.34,86.1
457.81,16.52,53.16,1014.68,76.82
439.13,25.62,63.13,1013.84,83.49
438.67,26.68,59.92,1009.94,70.57
476.69,9.08,40.02,1031.2,75.34
432.72,28.18,71.14,1011.56,48.03
465.51,14.03,44.88,1019.6,57.63
432.12,29.06,72.86,1004.23,69.41
485.26,7.9,43.79,1016.14,83.05
443.95,22.1,65.94,1009.79,67.57
474.81,13.08,41.74,1020.75,64.44
449.9,21.86,58.49,1010.88,76.79
474.27,12.45,43.67,1013.61,91.34
472.71,12.91,41.16,1011.9,89.19
452.2,17.65,62.1,1019.63,84.3
464.18,13.29,71.14,1019.63,75.09
484.14,7.61,38.06,1021.16,83.22
470.31,12.88,44,1022.71,88.58
468.86,17.75,42.24,1016.86,61.52
434.24,26.08,70.32,1012.32,89
492.12,5.29,41.38,1020.62,83.83
443.44,21.04,74.87,1009.09,88.25
439.98,25.77,63.31,1012.76,65.98
475.96,8.51,39.96,1026.34,96.1
448.32,21.63,50.16,1005.7,84.84
434.35,25.82,66.49,1013.2,60.32
428.89,33.15,68.51,1012.9,51.91
448.82,23.25,63.78,1016.01,72.01
438.69,24.82,71.94,1010.5,64.67
468.49,12.37,43.22,1009.1,76.06
439.75,28.34,63.77,1013.7,61.13
440,26.78,66.54,1010.14,49.01
449.82,28.01,51.43,1011.6,49.2
437.87,25.02,69.75,1010.04,91.86
454.35,18.72,60.07,1015.81,70.55
429.67,27.52,66.48,1004.99,52.54
469.28,15.44,39.54,1007.49,82.14
437.27,25.06,74.33,1014.05,69.02
455.49,20.24,56.65,1020.72,62.9
466.83,15.55,39.63,1004.98,89.82
429.92,27.26,73.18,1012.58,74.83
446.79,21.98,59.39,1015.25,84.52
475.75,9.99,41.82,1033.14,68.36
437.07,25.51,73.56,1006.59,96.63
438.67,26.64,62.44,1011.81,72.46
455.79,22.08,55.5,1018.42,58.46
440.01,24.22,68.51,1013.23,74.96
438.79,29.07,51.43,1006.22,61.58
473.66,10.09,37.14,1012.99,72.59
441.81,26.47,63.13,1013.72,79.4
462.72,14.95,39.31,1009.15,75.3
439.14,31.23,75.08,1004.93,46.19
488.36,4.41,42.07,1005.54,68.85
479.45,10.9,41.46,1016.66,86.2
430.37,29.97,73.06,1009.41,78.26
460.58,18.34,45.64,1019.05,82.53
448.65,21.51,65.48,1017.11,72.99
483.63,8.94,43.13,1014.82,76.66
435.54,28.88,63.76,1010.16,56.34
441.68,27.14,64.27,1012.71,54.4
430.11,26.59,69.13,1009.27,73.96
469.63,13.18,37.91,1018.09,88.84
477.61,12.1,40.27,1005.53,68.37
473.28,10.96,41.93,1019.28,87.38
450.53,27.28,51.43,1011.46,51.38
437.93,24.73,69.05,1003.25,66.44
449.08,22.29,45.01,1012.4,51.58
480.13,10.17,41.46,1019.34,83.04
433.4,25.12,77.95,1009.26,82.95
472.63,10.87,42.02,1002.08,95.22
447.07,22.26,44.89,1009.51,78.93
439.71,23.57,66.75,1018.06,80.19
479.32,10.8,41.74,1020.24,78.62
474.57,10.48,37.5,1009.81,95.26
463.49,16.64,39.64,1008.7,81.79
469.27,18.22,44.34,1019.35,56.78
458.21,19.77,54.42,1011.73,89.26
468.64,10.96,45.01,1017.97,95.82
447.04,26.31,52.09,1013.39,53.59
450.6,20.03,47.45,1009.04,77.56
456.07,15.59,52.05,1013.67,78.55
457.01,23.24,45.01,1012.21,45.23
474.88,9.15,39.61,1018.11,75.29
456.53,19.93,56.65,1020.7,62.82
479.6,9.33,36.3,1027.88,79.23
442.84,27.24,44.89,1009.61,51.89
454.15,13.92,41.16,1000.98,83.89
450.88,21.84,45.09,1013.94,46.11
441.6,26.13,57.32,1012.27,45.78
470.91,10.91,42.34,1021.83,94.99
456.11,20.37,52.05,1012.34,62.57
440.09,22.07,69.94,1011.18,80.86
444.2,28.11,66.17,1010.51,65.16
442.07,24.05,70.4,1006.83,92.35
481.18,9.54,41.17,1019.79,65.61
486.3,6.9,44.71,1019.7,71.21
464.7,15.07,39.3,1019,63.62
440.76,22.83,59.43,1005.51,83.93
464.12,15.36,40.89,1007.59,86.08
489.54,11.56,40.43,1025.48,74.75
450.93,21.12,62.52,1015.62,78.98
470.84,13.93,39.64,1011.8,82.64
472.5,13.46,39.85,1012.76,72.94
489.36,5.51,35.57,1026.3,78.97
441.88,25.6,58.46,1016.34,66.6
470.85,11.17,44.77,1018.2,79.6
444.52,25.49,47.45,1007.89,57.04
474.09,10.1,41.79,1019.36,78.07
436.08,27.98,67.9,1006.3,73.53
440.81,22.57,68.3,1017.43,87.69
484,9.53,40.23,1017.74,89.05
432.9,33.41,77.95,1010.3,59.72
482.98,4.97,42.85,1014.02,88.78
451.29,18.34,65.94,1013.27,85.42
453.09,18.99,62.1,1020,76.76
437.63,25.64,68.14,1005.48,56.11
460.08,17.27,43.52,1021.37,76.73
478.69,8.7,36.24,1013.34,89.5
448.58,22.85,60.29,1017.29,61.92
470.84,9.01,40.77,1022.37,90.3
478.65,10.07,34.69,1028.09,70.52
479.18,11.87,40.67,1011.43,62.92
435.84,30.62,64.69,1006.23,52.06
448.71,19.76,51.19,1008.38,92.56
483.11,6.71,40.72,1022.78,80.69
448.28,19.51,50.16,1010.33,94.37
441.41,21.41,56.9,1007.03,79.41
433.71,30.91,70.32,1011.92,65.59
452.28,17.9,58.33,1013.6,85.81
457.98,14.03,41.79,1008.07,83.32
442.47,23.01,66.54,1009.86,64.53
473.88,13.27,40.27,1006.1,40.04
478.06,11.58,41.74,1020.41,74.09
433.92,25.68,70.17,1001.38,85.89
480.98,6.53,42.85,1012.65,91.6
433.89,26.47,69.51,1009.51,65.02
447.18,20.51,63.86,1020.65,75.36
453.02,18.09,43.72,1008.64,74.15
484.35,8.09,43.02,1014.79,81.06
433.71,24.9,67.25,1017.77,66.17
470.93,13.8,42.99,1007.16,67.28
433.89,26.87,69.23,1012.71,54.54
439.33,27.88,75.23,1011.33,58.91
446.33,20.68,68.61,1011.2,84.81
428.44,27.98,71.98,1005.58,81
476.96,13.08,39.82,1012.27,85.21
476.88,12.35,40.8,1027.35,72.69
469.23,11.99,38.28,1013.65,91.31
429.66,32.51,69.98,1013.29,54.07
442.04,24.39,70.72,1009.78,82.25
432.99,30.98,71.29,1008.78,47.7
428.27,30.28,74.67,1016.45,55.76
482.98,7.92,36.08,1021.01,81.84
432.43,30.8,73.56,1007.39,75.78
466.75,14.28,42.77,1020.06,81.77
431.33,27.32,66.54,1004.95,72.58
461.09,12.63,41.48,1009.61,87.69
476.57,9.14,38.91,1018.62,89.88
465.84,15.01,43.56,1014.65,61.82
470.42,18.3,37.2,1012.23,68.09
473.74,11.29,35.76,1019.32,58.91
438.38,25,69.71,1009.23,80.92
463.07,13.94,41.58,1020.76,68.22
441.61,28.18,60.07,1016.34,49.13
484.75,7.93,42.28,1008.43,85.57
446.86,21.76,60.27,1018.96,85.06
474.49,10.84,39.18,1023.64,87.1
477.52,11.64,40.22,1010.58,80.84
437.57,22.49,69.84,1006.78,73.76
449.12,24.31,58.62,1017.29,64.44
444.57,22.21,60.77,1018.21,84.96
444.71,27.57,68.31,1010.48,55.87
434.24,24.27,70.47,1008.96,78.31
465.64,15.79,38.28,1014.4,74.84
435.27,30.1,47.93,1002.64,42.06
464.17,13.9,40.2,1013.13,89.91
450.75,19.2,54.2,1011.46,84.44
431.64,27.41,69.98,1008.51,65.49
466.25,15.11,42.99,1007.53,85.75
463.12,15.03,43.71,1025.07,83.25
434.03,28.36,69.88,1007.75,84.17
477.38,7.31,42.18,1014.75,86.75
475.66,7.82,41.16,1023.3,87.7
465.74,13.62,40.2,1014.2,85.05
475.13,11.68,40.55,1022.21,85.76
465.52,16.77,42.28,1007.53,73.19
491.35,3.21,38.44,1016.9,86.34
457.07,18.77,50.66,1014.89,87.34
445.27,22.35,66.44,1011.19,65.41
442.24,30.56,69.04,1009.29,55.73
476.91,10.18,43.5,1022.84,88.7
464.67,18.6,43.56,1013.9,51.16
469.47,14.79,39.52,1017.95,71.97
465.75,12.79,44.68,1022.51,99.55
438.4,24.67,68.14,1004.96,58.15
467.56,8.07,43.41,1016.02,76.26
437.1,23.99,67.69,1007.9,78.57
454.32,21.68,64.15,1021.09,70.88
441.71,21.59,66.54,1004.88,90.54
463.09,17.13,42.86,1014.15,73.6
436.62,25.3,49.3,1003.67,69.08
436.91,27.51,73.77,1002.42,90.88
477.62,10.6,40.22,1011.37,85.81
432.89,29.53,77.54,1010.39,66.13
468.78,15.77,39.82,1013.01,79.1
471.42,12,39.96,1011.73,77.77
481.24,5.09,42.85,1013.78,91.34
452.43,21.19,58.86,1014.19,68.96
486.53,4.44,38.44,1016.14,75.35
450.53,18.06,50.16,1009.52,100.09
451.24,17.7,49.78,1005.19,100.09
452.42,16.45,63.31,1015.96,83.97
437.67,24.99,60.37,1005.66,74.87
485.24,5.28,42.07,1003.82,80.84
469.71,12.91,41.66,1013.37,71.52
443.12,23.18,59.04,1011.44,79.28
448.67,23.79,59.44,1012.53,79.48
440.8,25.82,57.19,1007.99,62.95
438.64,25.77,59.39,1014.76,69.99
466.75,16.05,38.28,1014.38,73.89
442.37,21.87,74.87,1009.28,85.4
465.42,19.02,44.85,1014.57,43.37
446.87,23.26,58.2,1016.72,57.98
476.99,10.63,39.61,1020,72.42
481.55,9.19,42.44,1014.38,94.24
444.09,26.75,58.33,1013.55,45.47
438.52,21.7,70.32,1009.12,91.3
449.94,23.18,51.43,1011.56,81.83
482.82,5.7,40.62,1016.07,84.94
435.2,25.8,71.58,1010.08,85.14
